"SITE_ID","SITE","LONGITUDE","LATITUDE","MMM","DHWmax2016","DHWmax2017"
10001,"Agincourt Reef Number 3",145.82251,-15.98278,28.7002773284912,6.05999986454844,7.85999982431531
10002,"Cleveland Bay",146.864833,-19.1983,28.8184089660645,5.53999987617135,7.79999982565641
10003,"Davies Reef",147.64076,-18.84162,28.3911838531494,2.29999994859099,4.60999989695847
10004,"Hardy Reef",149.182583,-19.745928,28.1726093292236,1.70999996177852,2.25999994948506
10005,"Heron Island",151.96078,-23.45797,27.1161766052246,0,2.28999994881451
10006,"Lizard Island",145.446767,-14.697167,28.5900211334229,8.62999980710447,8.98999979905784
10007,"Myrmidon Reef",147.381736,-18.274247,28.4907169342041,7.23999983817339,7.45999983325601
10008,"One Tree Island",152.05275,-23.49787,27.1313076019287,0,2.98999993316829
10009,"Halftide Rocks AWS/Square Rocks",150.892454061777,-23.1058458364455,27.5736122131348,0.519999988377094,4.32999990321696
10010,"Yongala",147.620452880859,-19.3037166595459,28.4331150054932,3.33999992534518,7.1199998408556
